month,name,L,OL,T,W
1998-11,New York Rangers,5.0,,4.0,3.0
1998-10,New York Rangers,4.0,,3.0,3.0
1998-04,Ottawa Senators,2.0,,5.0,2.0
1998-12,Ottawa Senators,6.0,,1.0,6.0
1998-02,Ottawa Senators,3.0,,2.0,7.0
1998-01,Ottawa Senators,2.0,,2.0,10.0
1998-03,Ottawa Senators,3.0,,2.0,9.0
1998-11,Ottawa Senators,4.0,,3.0,5.0
1998-10,Ottawa Senators,3.0,,0.0,5.0
1998-04,Philadelphia Flyers,3.0,,1.0,4.0
1998-12,Philadelphia Flyers,2.0,,5.0,7.0
1998-02,Philadelphia Flyers,7.0,,2.0,4.0
1998-01,Philadelphia Flyers,1.0,,2.0,8.0
1998-03,Philadelphia Flyers,6.0,,5.0,3.0
1998-11,Philadelphia Flyers,4.0,,2.0,6.0
1998-10,Philadelphia Flyers,3.0,,2.0,5.0
1998-04,Phoenix Coyotes,5.0,,0.0,2.0
1998-12,Phoenix Coyotes,5.0,,2.0,7.0
1998-02,Phoenix Coyotes,8.0,,1.0,5.0
1998-01,Phoenix Coyotes,5.0,,5.0,4.0
1998-03,Phoenix Coyotes,6.0,,2.0,7.0
1998-11,Phoenix Coyotes,0.0,,1.0,10.0
1998-10,Phoenix Coyotes,2.0,,1.0,4.0
1998-04,Pittsburgh Penguins,5.0,,1.0,2.0
1998-12,Pittsburgh Penguins,4.0,,2.0,5.0
1998-02,Pittsburgh Penguins,5.0,,0.0,9.0
1998-01,Pittsburgh Penguins,5.0,,0.0,8.0
1998-03,Pittsburgh Penguins,5.0,,6.0,4.0
1998-11,Pittsburgh Penguins,3.0,,3.0,6.0
1998-10,Pittsburgh Penguins,3.0,,2.0,4.0
1998-04,San Jose Sharks,3.0,,1.0,4.0
1998-12,San Jose Sharks,5.0,,3.0,5.0
1998-02,San Jose Sharks,7.0,,2.0,5.0
1998-01,San Jose Sharks,4.0,,4.0,5.0
1998-03,San Jose Sharks,3.0,,3.0,7.0
1998-11,San Jose Sharks,5.0,,3.0,4.0
1998-10,San Jose Sharks,6.0,,2.0,1.0
1998-04,St. Louis Blues,1.0,,2.0,6.0
1998-12,St. Louis Blues,5.0,,4.0,3.0
1998-02,St. Louis Blues,6.0,,1.0,7.0
1998-01,St. Louis Blues,7.0,,0.0,6.0
1998-03,St. Louis Blues,7.0,,1.0,6.0
1998-11,St. Louis Blues,3.0,,3.0,5.0
1998-10,St. Louis Blues,3.0,,2.0,4.0
1998-04,Tampa Bay Lightning,4.0,,3.0,2.0
1998-12,Tampa Bay Lightning,10.0,,1.0,3.0
1998-02,Tampa Bay Lightning,8.0,,1.0,2.0
1998-01,Tampa Bay Lightning,9.0,,1.0,2.0
1998-03,Tampa Bay Lightning,9.0,,1.0,4.0
1998-11,Tampa Bay Lightning,8.0,,1.0,2.0
1998-10,Tampa Bay Lightning,6.0,,1.0,4.0
1998-04,Toronto Maple Leafs,2.0,,1.0,5.0
1998-12,Toronto Maple Leafs,4.0,,0.0,8.0
1998-02,Toronto Maple Leafs,4.0,,2.0,6.0
1998-01,Toronto Maple Leafs,4.0,,1.0,7.0
1998-03,Toronto Maple Leafs,7.0,,1.0,6.0
1998-11,Toronto Maple Leafs,5.0,,1.0,8.0
1998-10,Toronto Maple Leafs,4.0,,1.0,5.0
1998-04,Vancouver Canucks,5.0,,1.0,1.0
1998-12,Vancouver Canucks,6.0,,3.0,4.0
1998-02,Vancouver Canucks,8.0,,3.0,3.0
1998-01,Vancouver Canucks,6.0,,2.0,3.0
1998-03,Vancouver Canucks,9.0,,2.0,3.0
1998-11,Vancouver Canucks,9.0,,0.0,5.0
1998-10,Vancouver Canucks,4.0,,1.0,4.0
1998-04,Washington Capitals,7.0,,0.0,2.0
1998-12,Washington Capitals,8.0,,0.0,4.0
1998-02,Washington Capitals,4.0,,1.0,9.0
1998-01,Washington Capitals,7.0,,1.0,5.0
1998-03,Washington Capitals,8.0,,1.0,4.0
1998-11,Washington Capitals,8.0,,0.0,4.0
1998-10,Washington Capitals,3.0,,3.0,3.0
1999-04,Atlanta Thrashers,4.0,0.0,0.0,1.0
1999-12,Atlanta Thrashers,7.0,2.0,2.0,3.0
1999-02,Atlanta Thrashers,11.0,0.0,0.0,1.0
1999-01,Atlanta Thrashers,8.0,1.0,2.0,3.0
1999-03,Atlanta Thrashers,13.0,0.0,1.0,1.0
1999-11,Atlanta Thrashers,9.0,0.0,0.0,3.0
1999-10,Atlanta Thrashers,5.0,1.0,2.0,2.0
1999-04,Boston Bruins,3.0,0.0,1.0,1.0
1999-12,Boston Bruins,6.0,2.0,3.0,2.0
1999-02,Boston Bruins,5.0,0.0,4.0,2.0
1999-01,Boston Bruins,4.0,2.0,4.0,4.0
1999-03,Boston Bruins,7.0,2.0,1.0,4.0
1999-11,Boston Bruins,3.0,0.0,2.0,7.0
1999-10,Boston Bruins,5.0,0.0,4.0,4.0
1999-04,Buffalo Sabres,0.0,1.0,1.0,3.0
1999-12,Buffalo Sabres,4.0,1.0,3.0,4.0
1999-02,Buffalo Sabres,3.0,1.0,3.0,6.0
1999-01,Buffalo Sabres,8.0,0.0,1.0,5.0
1999-03,Buffalo Sabres,5.0,1.0,1.0,6.0
1999-11,Buffalo Sabres,5.0,0.0,0.0,8.0
1999-10,Buffalo Sabres,7.0,0.0,2.0,3.0
1999-04,Calgary Flames,3.0,0.0,1.0,1.0
1999-12,Calgary Flames,2.0,1.0,3.0,8.0
1999-02,Calgary Flames,3.0,4.0,2.0,3.0
1999-01,Calgary Flames,6.0,0.0,0.0,7.0
1999-03,Calgary Flames,8.0,0.0,2.0,4.0
1999-11,Calgary Flames,6.0,0.0,0.0,5.0
1999-10,Calgary Flames,8.0,0.0,2.0,3.0
1999-04,Carolina Hurricanes,1.0,0.0,0.0,3.0
1999-12,Carolina Hurricanes,8.0,0.0,1.0,3.0
1999-02,Carolina Hurricanes,4.0,0.0,1.0,6.0
1999-01,Carolina Hurricanes,8.0,0.0,1.0,6.0
1999-03,Carolina Hurricanes,6.0,0.0,1.0,8.0
1999-11,Carolina Hurricanes,5.0,0.0,3.0,6.0
1999-10,Carolina Hurricanes,3.0,0.0,3.0,5.0
1999-04,Chicago Blackhawks,1.0,0.0,1.0,3.0
1999-12,Chicago Blackhawks,6.0,0.0,2.0,6.0
1999-02,Chicago Blackhawks,6.0,0.0,1.0,4.0
1999-01,Chicago Blackhawks,6.0,0.0,0.0,7.0
1999-03,Chicago Blackhawks,5.0,0.0,2.0,8.0
1999-11,Chicago Blackhawks,8.0,2.0,0.0,3.0
1999-10,Chicago Blackhawks,5.0,0.0,4.0,2.0
1999-04,Colorado Avalanche,0.0,0.0,0.0,4.0
1999-12,Colorado Avalanche,5.0,0.0,1.0,7.0
1999-02,Colorado Avalanche,7.0,0.0,3.0,3.0
1999-01,Colorado Avalanche,4.0,0.0,3.0,7.0
1999-03,Colorado Avalanche,2.0,0.0,1.0,10.0
1999-11,Colorado Avalanche,5.0,0.0,1.0,6.0
1999-10,Colorado Avalanche,5.0,1.0,2.0,5.0
1999-04,Dallas Stars,2.0,1.0,2.0,0.0
1999-12,Dallas Stars,4.0,0.0,2.0,8.0
1999-02,Dallas Stars,3.0,1.0,1.0,7.0
1999-01,Dallas Stars,3.0,1.0,0.0,8.0
1999-03,Dallas Stars,1.0,2.0,2.0,9.0
1999-11,Dallas Stars,5.0,1.0,2.0,5.0
1999-10,Dallas Stars,5.0,0.0,1.0,6.0
1999-04,Detroit Red Wings,2.0,0.0,1.0,1.0
1999-12,Detroit Red Wings,2.0,0.0,1.0,11.0
1999-02,Detroit Red Wings,5.0,0.0,0.0,7.0
1999-01,Detroit Red Wings,6.0,0.0,2.0,6.0
1999-03,Detroit Red Wings,1.0,1.0,3.0,9.0
1999-11,Detroit Red Wings,4.0,0.0,2.0,7.0
1999-10,Detroit Red Wings,2.0,1.0,1.0,7.0
1999-04,Edmonton Oilers,2.0,0.0,0.0,3.0
1999-12,Edmonton Oilers,4.0,2.0,3.0,6.0
1999-02,Edmonton Oilers,2.0,1.0,2.0,8.0
1999-01,Edmonton Oilers,3.0,2.0,4.0,5.0
1999-03,Edmonton Oilers,7.0,0.0,1.0,4.0
1999-11,Edmonton Oilers,5.0,1.0,4.0,2.0
1999-10,Edmonton Oilers,3.0,2.0,2.0,4.0
1999-04,Florida Panthers,1.0,1.0,1.0,2.0
1999-12,Florida Panthers,4.0,1.0,1.0,7.0
1999-02,Florida Panthers,6.0,2.0,0.0,5.0
1999-01,Florida Panthers,4.0,0.0,1.0,9.0
1999-03,Florida Panthers,6.0,0.0,1.0,7.0
1999-11,Florida Panthers,3.0,0.0,1.0,7.0
1999-10,Florida Panthers,3.0,2.0,1.0,6.0
1999-04,Los Angeles Kings,1.0,0.0,1.0,3.0
1999-12,Los Angeles Kings,6.0,1.0,2.0,3.0
1999-02,Los Angeles Kings,4.0,0.0,1.0,8.0
1999-01,Los Angeles Kings,6.0,1.0,1.0,5.0
1999-03,Los Angeles Kings,4.0,1.0,3.0,6.0
1999-11,Los Angeles Kings,3.0,1.0,2.0,6.0
1999-10,Los Angeles Kings,3.0,0.0,2.0,8.0
1999-04,Mighty Ducks of Anaheim,2.0,1.0,0.0,2.0
1999-12,Mighty Ducks of Anaheim,6.0,0.0,2.0,6.0
1999-02,Mighty Ducks of Anaheim,3.0,0.0,4.0,5.0
1999-01,Mighty Ducks of Anaheim,7.0,0.0,2.0,4.0
1999-03,Mighty Ducks of Anaheim,5.0,1.0,2.0,5.0
1999-11,Mighty Ducks of Anaheim,5.0,0.0,1.0,6.0
1999-10,Mighty Ducks of Anaheim,5.0,1.0,1.0,6.0
1999-04,Montreal Canadiens,2.0,1.0,0.0,2.0
1999-12,Montreal Canadiens,7.0,0.0,3.0,3.0
1999-02,Montreal Canadiens,4.0,1.0,0.0,8.0
1999-01,Montreal Canadiens,3.0,1.0,3.0,5.0
1999-03,Montreal Canadiens,5.0,0.0,2.0,8.0
1999-11,Montreal Canadiens,5.0,1.0,0.0,6.0
1999-10,Montreal Canadiens,8.0,0.0,1.0,3.0
1999-04,Nashville Predators,3.0,0.0,0.0,0.0
1999-12,Nashville Predators,5.0,0.0,4.0,6.0
1999-02,Nashville Predators,7.0,1.0,0.0,3.0
1999-01,Nashville Predators,5.0,2.0,1.0,6.0
1999-03,Nashville Predators,7.0,2.0,1.0,6.0
1999-11,Nashville Predators,7.0,2.0,0.0,3.0
1999-10,Nashville Predators,6.0,0.0,1.0,4.0
1999-04,New Jersey Devils,2.0,0.0,0.0,2.0
1999-12,New Jersey Devils,4.0,0.0,1.0,10.0
1999-02,New Jersey Devils,3.0,1.0,2.0,7.0
1999-01,New Jersey Devils,1.0,2.0,1.0,10.0
1999-03,New Jersey Devils,8.0,0.0,1.0,5.0
1999-11,New Jersey Devils,3.0,1.0,2.0,5.0
1999-10,New Jersey Devils,3.0,1.0,1.0,6.0
1999-04,New York Islanders,2.0,0.0,1.0,2.0
1999-12,New York Islanders,9.0,0.0,2.0,3.0
1999-02,New York Islanders,8.0,0.0,1.0,4.0
1999-01,New York Islanders,9.0,1.0,1.0,4.0
1999-03,New York Islanders,8.0,0.0,1.0,5.0
1999-11,New York Islanders,6.0,0.0,2.0,4.0
1999-10,New York Islanders,6.0,0.0,1.0,2.0
1999-04,New York Rangers,3.0,0.0,1.0,0.0
1999-12,New York Rangers,3.0,2.0,3.0,5.0
1999-02,New York Rangers,7.0,0.0,2.0,4.0
1999-01,New York Rangers,4.0,0.0,1.0,10.0
1999-03,New York Rangers,9.0,0.0,2.0,3.0
1999-11,New York Rangers,5.0,1.0,1.0,3.0
1999-10,New York Rangers,7.0,0.0,2.0,4.0
1999-04,Ottawa Senators,2.0,0.0,0.0,3.0
1999-12,Ottawa Senators,3.0,0.0,4.0,5.0
1999-02,Ottawa Senators,4.0,0.0,2.0,6.0
1999-01,Ottawa Senators,5.0,1.0,2.0,6.0
1999-03,Ottawa Senators,6.0,0.0,1.0,7.0
1999-11,Ottawa Senators,6.0,0.0,1.0,6.0
1999-10,Ottawa Senators,2.0,1.0,1.0,8.0
1999-04,Philadelphia Flyers,1.0,0.0,0.0,5.0
1999-12,Philadelphia Flyers,3.0,0.0,2.0,8.0
1999-02,Philadelphia Flyers,3.0,0.0,2.0,7.0
1999-01,Philadelphia Flyers,4.0,0.0,3.0,5.0
1999-03,Philadelphia Flyers,4.0,2.0,1.0,7.0
1999-11,Philadelphia Flyers,2.0,0.0,3.0,7.0
1999-10,Philadelphia Flyers,5.0,1.0,1.0,6.0
1999-04,Phoenix Coyotes,1.0,1.0,1.0,2.0
1999-12,Phoenix Coyotes,6.0,0.0,1.0,5.0
1999-02,Phoenix Coyotes,6.0,0.0,1.0,4.0
1999-01,Phoenix Coyotes,4.0,1.0,2.0,7.0
1999-03,Phoenix Coyotes,8.0,2.0,0.0,5.0
1999-11,Phoenix Coyotes,4.0,0.0,0.0,8.0
1999-10,Phoenix Coyotes,2.0,0.0,3.0,8.0
1999-04,Pittsburgh Penguins,2.0,0.0,0.0,3.0
1999-12,Pittsburgh Penguins,4.0,2.0,0.0,8.0
1999-02,Pittsburgh Penguins,3.0,1.0,4.0,5.0
1999-01,Pittsburgh Penguins,8.0,0.0,1.0,5.0
1999-03,Pittsburgh Penguins,6.0,0.0,0.0,8.0
1999-11,Pittsburgh Penguins,5.0,2.0,0.0,6.0
1999-10,Pittsburgh Penguins,3.0,1.0,3.0,2.0
1999-04,San Jose Sharks,2.0,0.0,0.0,3.0
1999-12,San Jose Sharks,6.0,1.0,1.0,5.0
1999-02,San Jose Sharks,4.0,1.0,2.0,4.0
1999-01,San Jose Sharks,5.0,3.0,2.0,3.0
1999-03,San Jose Sharks,4.0,0.0,2.0,6.0
1999-11,San Jose Sharks,4.0,2.0,2.0,5.0
1999-10,San Jose Sharks,5.0,0.0,1.0,9.0
1999-04,St. Louis Blues,1.0,1.0,1.0,2.0
1999-12,St. Louis Blues,4.0,0.0,2.0,7.0
1999-02,St. Louis Blues,2.0,0.0,0.0,10.0
1999-01,St. Louis Blues,3.0,0.0,2.0,9.0
1999-03,St. Louis Blues,2.0,0.0,4.0,8.0
1999-11,St. Louis Blues,3.0,0.0,2.0,8.0
1999-10,St. Louis Blues,4.0,0.0,0.0,7.0
1999-04,Tampa Bay Lightning,4.0,0.0,1.0,1.0
1999-12,Tampa Bay Lightning,6.0,1.0,3.0,2.0
1999-02,Tampa Bay Lightning,6.0,2.0,1.0,3.0
1999-01,Tampa Bay Lightning,10.0,1.0,1.0,2.0
1999-03,Tampa Bay Lightning,10.0,1.0,1.0,3.0
1999-11,Tampa Bay Lightning,6.0,1.0,1.0,5.0
1999-10,Tampa Bay Lightning,5.0,1.0,1.0,3.0
1999-04,Toronto Maple Leafs,2.0,0.0,0.0,3.0
1999-12,Toronto Maple Leafs,2.0,0.0,1.0,9.0
1999-02,Toronto Maple Leafs,5.0,0.0,1.0,5.0
1999-01,Toronto Maple Leafs,5.0,1.0,2.0,6.0
1999-03,Toronto Maple Leafs,6.0,0.0,0.0,8.0
1999-11,Toronto Maple Leafs,4.0,2.0,2.0,5.0
1999-10,Toronto Maple Leafs,3.0,0.0,1.0,9.0
1999-04,Vancouver Canucks,1.0,0.0,1.0,2.0
1999-12,Vancouver Canucks,6.0,2.0,1.0,2.0
1999-02,Vancouver Canucks,5.0,0.0,2.0,6.0
1999-01,Vancouver Canucks,5.0,3.0,3.0,3.0
1999-03,Vancouver Canucks,4.0,2.0,2.0,7.0
1999-11,Vancouver Canucks,5.0,0.0,4.0,3.0
1999-10,Vancouver Canucks,3.0,1.0,2.0,7.0
1999-04,Washington Capitals,2.0,0.0,1.0,2.0
1999-12,Washington Capitals,6.0,0.0,2.0,4.0
1999-02,Washington Capitals,4.0,0.0,2.0,8.0
1999-01,Washington Capitals,1.0,0.0,2.0,11.0
1999-03,Washington Capitals,2.0,1.0,1.0,10.0
1999-11,Washington Capitals,3.0,1.0,2.0,7.0
1999-10,Washington Capitals,6.0,0.0,2.0,2.0
2000-04,Atlanta Thrashers,3.0,0.0,0.0,1.0
2000-12,Atlanta Thrashers,5.0,0.0,0.0,10.0
2000-02,Atlanta Thrashers,8.0,0.0,1.0,2.0
2000-01,Atlanta Thrashers,10.0,1.0,3.0,1.0
2000-03,Atlanta Thrashers,9.0,0.0,2.0,4.0
2000-11,Atlanta Thrashers,7.0,1.0,1.0,4.0
2000-10,Atlanta Thrashers,3.0,0.0,5.0,1.0
2000-04,Boston Bruins,1.0,0.0,0.0,3.0
2000-12,Boston Bruins,5.0,2.0,2.0,5.0
2000-02,Boston Bruins,5.0,2.0,0.0,4.0
2000-01,Boston Bruins,3.0,1.0,1.0,9.0
2000-03,Boston Bruins,5.0,1.0,2.0,7.0
2000-11,Boston Bruins,5.0,1.0,2.0,4.0
2000-10,Boston Bruins,6.0,1.0,1.0,4.0
2000-04,Buffalo Sabres,2.0,0.0,0.0,3.0
2000-12,Buffalo Sabres,5.0,0.0,1.0,8.0
2000-02,Buffalo Sabres,4.0,0.0,0.0,9.0
2000-01,Buffalo Sabres,7.0,0.0,2.0,5.0
2000-03,Buffalo Sabres,5.0,0.0,0.0,9.0
2000-11,Buffalo Sabres,4.0,0.0,1.0,7.0
2000-10,Buffalo Sabres,3.0,1.0,1.0,5.0
2000-04,Calgary Flames,2.0,0.0,1.0,1.0
2000-12,Calgary Flames,3.0,0.0,2.0,7.0
2000-02,Calgary Flames,4.0,0.0,2.0,5.0
2000-01,Calgary Flames,6.0,0.0,2.0,4.0
2000-03,Calgary Flames,9.0,0.0,3.0,4.0
2000-11,Calgary Flames,4.0,4.0,4.0,3.0
2000-10,Calgary Flames,8.0,0.0,1.0,3.0
2000-04,Carolina Hurricanes,1.0,0.0,1.0,3.0
2000-12,Carolina Hurricanes,6.0,1.0,1.0,4.0
2000-02,Carolina Hurricanes,4.0,1.0,2.0,5.0
2000-01,Carolina Hurricanes,4.0,0.0,2.0,8.0
2000-03,Carolina Hurricanes,7.0,0.0,0.0,8.0
2000-11,Carolina Hurricanes,5.0,1.0,0.0,7.0
2000-10,Carolina Hurricanes,5.0,0.0,3.0,3.0
2000-04,Chicago Blackhawks,3.0,1.0,1.0,0.0
2000-12,Chicago Blackhawks,6.0,0.0,1.0,6.0
2000-02,Chicago Blackhawks,5.0,1.0,1.0,6.0
2000-01,Chicago Blackhawks,5.0,0.0,1.0,7.0
2000-03,Chicago Blackhawks,8.0,1.0,2.0,2.0
2000-11,Chicago Blackhawks,6.0,1.0,2.0,5.0
2000-10,Chicago Blackhawks,7.0,1.0,0.0,3.0
2000-04,Colorado Avalanche,1.0,0.0,1.0,2.0
2000-12,Colorado Avalanche,4.0,0.0,2.0,8.0
2000-02,Colorado Avalanche,4.0,1.0,1.0,5.0
2000-01,Colorado Avalanche,0.0,1.0,3.0,10.0
2000-03,Colorado Avalanche,3.0,2.0,0.0,10.0
2000-11,Colorado Avalanche,3.0,0.0,1.0,8.0
2000-10,Colorado Avalanche,1.0,0.0,2.0,9.0
2000-04,Columbus Blue Jackets,2.0,0.0,0.0,3.0
2000-12,Columbus Blue Jackets,6.0,1.0,3.0,5.0
2000-02,Columbus Blue Jackets,5.0,2.0,3.0,3.0
2000-01,Columbus Blue Jackets,4.0,2.0,0.0,5.0
2000-03,Columbus Blue Jackets,6.0,0.0,2.0,5.0
2000-11,Columbus Blue Jackets,8.0,0.0,1.0,4.0
2000-10,Columbus Blue Jackets,8.0,1.0,0.0,3.0
2000-04,Dallas Stars,0.0,0.0,1.0,2.0
2000-12,Dallas Stars,5.0,0.0,1.0,8.0
2000-02,Dallas Stars,4.0,1.0,1.0,7.0
2000-01,Dallas Stars,7.0,0.0,0.0,7.0
2000-03,Dallas Stars,2.0,0.0,2.0,11.0
2000-11,Dallas Stars,2.0,0.0,2.0,7.0
2000-10,Dallas Stars,4.0,1.0,1.0,6.0
2000-04,Detroit Red Wings,1.0,0.0,0.0,3.0
2000-12,Detroit Red Wings,5.0,1.0,2.0,7.0
2000-02,Detroit Red Wings,0.0,0.0,2.0,9.0
2000-01,Detroit Red Wings,3.0,1.0,1.0,8.0
2000-03,Detroit Red Wings,3.0,0.0,3.0,7.0
2000-11,Detroit Red Wings,4.0,1.0,1.0,8.0
2000-10,Detroit Red Wings,4.0,1.0,0.0,7.0
2000-04,Edmonton Oilers,1.0,0.0,2.0,1.0
2000-12,Edmonton Oilers,5.0,1.0,3.0,4.0
2000-02,Edmonton Oilers,3.0,1.0,1.0,5.0
2000-01,Edmonton Oilers,6.0,0.0,2.0,7.0
2000-03,Edmonton Oilers,3.0,1.0,1.0,8.0
2000-11,Edmonton Oilers,5.0,0.0,1.0,8.0
2000-10,Edmonton Oilers,5.0,0.0,2.0,6.0
2000-04,Florida Panthers,2.0,0.0,0.0,2.0
2000-12,Florida Panthers,10.0,1.0,3.0,2.0
2000-02,Florida Panthers,5.0,1.0,0.0,5.0
2000-01,Florida Panthers,8.0,2.0,1.0,5.0
2000-03,Florida Panthers,4.0,1.0,5.0,3.0
2000-11,Florida Panthers,6.0,1.0,1.0,4.0
2000-10,Florida Panthers,3.0,3.0,3.0,1.0
2000-04,Los Angeles Kings,0.0,1.0,1.0,2.0
2000-12,Los Angeles Kings,6.0,1.0,1.0,6.0
2000-02,Los Angeles Kings,6.0,0.0,1.0,5.0
2000-01,Los Angeles Kings,6.0,0.0,0.0,6.0
2000-03,Los Angeles Kings,2.0,1.0,4.0,8.0
2000-11,Los Angeles Kings,2.0,0.0,4.0,6.0
2000-10,Los Angeles Kings,6.0,0.0,2.0,5.0
2000-04,Mighty Ducks of Anaheim,2.0,0.0,1.0,1.0
2000-12,Mighty Ducks of Anaheim,7.0,1.0,1.0,5.0
2000-02,Mighty Ducks of Anaheim,5.0,1.0,2.0,3.0
2000-01,Mighty Ducks of Anaheim,10.0,0.0,1.0,2.0
2000-03,Mighty Ducks of Anaheim,5.0,0.0,2.0,6.0
2000-11,Mighty Ducks of Anaheim,8.0,1.0,3.0,2.0
2000-10,Mighty Ducks of Anaheim,4.0,2.0,1.0,6.0
2000-04,Minnesota Wild,2.0,0.0,1.0,1.0
2000-12,Minnesota Wild,3.0,1.0,3.0,5.0
2000-02,Minnesota Wild,7.0,0.0,0.0,4.0
2000-01,Minnesota Wild,5.0,1.0,1.0,6.0
2000-03,Minnesota Wild,8.0,2.0,4.0,2.0
2000-11,Minnesota Wild,7.0,1.0,1.0,5.0
2000-10,Minnesota Wild,7.0,0.0,3.0,2.0
2000-04,Montreal Canadiens,1.0,1.0,0.0,1.0
2000-12,Montreal Canadiens,8.0,2.0,2.0,1.0
2000-02,Montreal Canadiens,6.0,1.0,0.0,5.0
2000-01,Montreal Canadiens,5.0,1.0,1.0,7.0
2000-03,Montreal Canadiens,5.0,1.0,3.0,5.0
2000-11,Montreal Canadiens,10.0,0.0,0.0,5.0
2000-10,Montreal Canadiens,5.0,0.0,2.0,4.0
2000-04,Nashville Predators,2.0,0.0,0.0,1.0
2000-12,Nashville Predators,8.0,0.0,2.0,4.0
2000-02,Nashville Predators,5.0,0.0,1.0,4.0
2000-01,Nashville Predators,7.0,1.0,0.0,8.0
2000-03,Nashville Predators,5.0,1.0,1.0,7.0
2000-11,Nashville Predators,6.0,0.0,2.0,6.0
2000-10,Nashville Predators,3.0,1.0,3.0,4.0
2000-04,New Jersey Devils,0.0,0.0,0.0,4.0
2000-12,New Jersey Devils,3.0,0.0,3.0,8.0
2000-02,New Jersey Devils,4.0,1.0,3.0,4.0
2000-01,New Jersey Devils,2.0,2.0,3.0,7.0
2000-03,New Jersey Devils,2.0,0.0,0.0,13.0
2000-11,New Jersey Devils,6.0,0.0,1.0,6.0
2000-10,New Jersey Devils,2.0,0.0,2.0,6.0
2000-04,New York Islanders,3.0,0.0,0.0,1.0
2000-12,New York Islanders,8.0,0.0,2.0,4.0
2000-02,New York Islanders,8.0,1.0,0.0,3.0
2000-01,New York Islanders,10.0,0.0,1.0,3.0
2000-03,New York Islanders,10.0,0.0,2.0,3.0
2000-11,New York Islanders,9.0,2.0,0.0,3.0
2000-10,New York Islanders,3.0,0.0,2.0,4.0
2000-04,New York Rangers,2.0,0.0,0.0,2.0
2000-12,New York Rangers,9.0,1.0,1.0,3.0
2000-02,New York Rangers,4.0,0.0,1.0,5.0
2000-01,New York Rangers,7.0,0.0,2.0,5.0
2000-03,New York Rangers,9.0,0.0,1.0,5.0
2000-11,New York Rangers,6.0,0.0,0.0,9.0
2000-10,New York Rangers,6.0,0.0,0.0,4.0
2000-04,Ottawa Senators,1.0,1.0,0.0,2.0
2000-12,Ottawa Senators,5.0,0.0,2.0,6.0
2000-02,Ottawa Senators,3.0,1.0,1.0,7.0
2000-01,Ottawa Senators,2.0,1.0,1.0,10.0
2000-03,Ottawa Senators,3.0,1.0,1.0,10.0
2000-11,Ottawa Senators,6.0,0.0,1.0,6.0
2000-10,Ottawa Senators,1.0,0.0,3.0,7.0
2000-04,Philadelphia Flyers,1.0,1.0,0.0,2.0
2000-12,Philadelphia Flyers,4.0,0.0,3.0,6.0
2000-02,Philadelphia Flyers,3.0,1.0,1.0,7.0
2000-01,Philadelphia Flyers,2.0,1.0,2.0,9.0
2000-03,Philadelphia Flyers,5.0,0.0,1.0,8.0
2000-11,Philadelphia Flyers,5.0,0.0,1.0,8.0
2000-10,Philadelphia Flyers,5.0,0.0,3.0,3.0
2000-04,Phoenix Coyotes,1.0,0.0,1.0,1.0
2000-12,Phoenix Coyotes,2.0,1.0,4.0,3.0
2000-02,Phoenix Coyotes,6.0,1.0,0.0,6.0
2000-01,Phoenix Coyotes,6.0,0.0,2.0,7.0
2000-03,Phoenix Coyotes,5.0,1.0,4.0,5.0
2000-11,Phoenix Coyotes,6.0,0.0,4.0,4.0
2000-10,Phoenix Coyotes,1.0,0.0,2.0,9.0
2000-04,Pittsburgh Penguins,1.0,1.0,0.0,2.0
2000-12,Pittsburgh Penguins,6.0,0.0,3.0,6.0
2000-02,Pittsburgh Penguins,3.0,0.0,1.0,7.0
2000-01,Pittsburgh Penguins,5.0,1.0,0.0,8.0
2000-03,Pittsburgh Penguins,5.0,0.0,2.0,8.0
2000-11,Pittsburgh Penguins,4.0,1.0,2.0,6.0
2000-10,Pittsburgh Penguins,4.0,0.0,1.0,5.0
2000-04,San Jose Sharks,0.0,1.0,0.0,3.0
2000-12,San Jose Sharks,4.0,0.0,3.0,7.0
2000-02,San Jose Sharks,5.0,0.0,2.0,5.0
2000-01,San Jose Sharks,5.0,0.0,3.0,7.0
2000-03,San Jose Sharks,8.0,2.0,2.0,3.0
2000-11,San Jose Sharks,3.0,0.0,1.0,9.0
2000-10,San Jose Sharks,2.0,0.0,1.0,6.0
2000-04,St. Louis Blues,1.0,0.0,1.0,2.0
2000-12,St. Louis Blues,1.0,0.0,1.0,9.0
2000-02,St. Louis Blues,5.0,0.0,3.0,5.0
2000-01,St. Louis Blues,6.0,2.0,0.0,9.0
2000-03,St. Louis Blues,5.0,3.0,4.0,2.0
2000-11,St. Louis Blues,2.0,0.0,2.0,7.0
2000-10,St. Louis Blues,2.0,0.0,1.0,9.0
2000-04,Tampa Bay Lightning,3.0,1.0,0.0,0.0
2000-12,Tampa Bay Lightning,7.0,0.0,3.0,4.0
2000-02,Tampa Bay Lightning,8.0,0.0,1.0,2.0
2000-01,Tampa Bay Lightning,12.0,1.0,0.0,2.0
2000-03,Tampa Bay Lightning,6.0,1.0,0.0,8.0
2000-11,Tampa Bay Lightning,5.0,1.0,1.0,6.0
2000-10,Tampa Bay Lightning,6.0,1.0,1.0,2.0
2000-04,Toronto Maple Leafs,1.0,0.0,0.0,2.0
2000-12,Toronto Maple Leafs,5.0,1.0,1.0,7.0
