,year,tmID,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL,name
445,1999,FLO,,,,,6.0,3.0,1.0,2.0,7.0,3.0,1.0,0.0,7.0,4.0,1.0,1.0,9.0,4.0,1.0,0.0,5.0,6.0,0.0,2.0,7.0,6.0,1.0,0.0,2.0,1.0,1.0,1.0,Florida Panthers
446,1999,LAK,,,,,8.0,3.0,2.0,0.0,6.0,3.0,2.0,1.0,3.0,6.0,2.0,1.0,5.0,6.0,1.0,1.0,8.0,4.0,1.0,0.0,6.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,Los Angeles Kings
447,1999,MTL,,,,,3.0,8.0,1.0,0.0,6.0,5.0,0.0,1.0,3.0,7.0,3.0,0.0,5.0,3.0,3.0,1.0,8.0,4.0,0.0,1.0,8.0,5.0,2.0,0.0,2.0,2.0,0.0,1.0,Montreal Canadiens
448,1999,NAS,,,,,4.0,6.0,1.0,0.0,3.0,7.0,0.0,2.0,6.0,5.0,4.0,0.0,6.0,5.0,1.0,2.0,3.0,7.0,0.0,1.0,6.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,Nashville Predators
449,1999,NJD,,,,,6.0,3.0,1.0,1.0,5.0,3.0,2.0,1.0,10.0,4.0,1.0,0.0,10.0,1.0,1.0,2.0,7.0,3.0,2.0,1.0,5.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0,New Jersey Devils
450,1999,NYI,,,,,2.0,6.0,1.0,0.0,4.0,6.0,2.0,0.0,3.0,9.0,2.0,0.0,4.0,9.0,1.0,1.0,4.0,8.0,1.0,0.0,5.0,8.0,1.0,0.0,2.0,2.0,1.0,0.0,New York Islanders
451,1999,NYR,,,,,4.0,7.0,2.0,0.0,3.0,5.0,1.0,1.0,5.0,3.0,3.0,2.0,10.0,4.0,1.0,0.0,4.0,7.0,2.0,0.0,3.0,9.0,2.0,0.0,0.0,3.0,1.0,0.0,New York Rangers
452,1999,OTT,,,,,8.0,2.0,1.0,1.0,6.0,6.0,1.0,0.0,5.0,3.0,4.0,0.0,6.0,5.0,2.0,1.0,6.0,4.0,2.0,0.0,7.0,6.0,1.0,0.0,3.0,2.0,0.0,0.0,Ottawa Senators
453,1999,PHI,,,,,6.0,5.0,1.0,1.0,7.0,2.0,3.0,0.0,8.0,3.0,2.0,0.0,5.0,4.0,3.0,0.0,7.0,3.0,2.0,0.0,7.0,4.0,1.0,2.0,5.0,1.0,0.0,0.0,Philadelphia Flyers
454,1999,PHO,,,,,8.0,2.0,3.0,0.0,8.0,4.0,0.0,0.0,5.0,6.0,1.0,0.0,7.0,4.0,2.0,1.0,4.0,6.0,1.0,0.0,5.0,8.0,0.0,2.0,2.0,1.0,1.0,1.0,Phoenix Coyotes
455,1999,PIT,,,,,2.0,3.0,3.0,1.0,6.0,5.0,0.0,2.0,8.0,4.0,0.0,2.0,5.0,8.0,1.0,0.0,5.0,3.0,4.0,1.0,8.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,Pittsburgh Penguins
456,1999,SJS,,,,,9.0,5.0,1.0,0.0,5.0,4.0,2.0,2.0,5.0,6.0,1.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,6.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,San Jose Sharks
457,1999,STL,,,,,7.0,4.0,0.0,0.0,8.0,3.0,2.0,0.0,7.0,4.0,2.0,0.0,9.0,3.0,2.0,0.0,10.0,2.0,0.0,0.0,8.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,St. Louis Blues
458,1999,TBL,,,,,3.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,10.0,1.0,1.0,3.0,6.0,1.0,2.0,3.0,10.0,1.0,1.0,1.0,4.0,1.0,0.0,Tampa Bay Lightning
459,1999,TOR,,,,,9.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,9.0,2.0,1.0,0.0,6.0,5.0,2.0,1.0,5.0,5.0,1.0,0.0,8.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,Toronto Maple Leafs
460,1999,VAN,,,,,7.0,3.0,2.0,1.0,3.0,5.0,4.0,0.0,2.0,6.0,1.0,2.0,3.0,5.0,3.0,3.0,6.0,5.0,2.0,0.0,7.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,Vancouver Canucks
461,1999,WAS,,,,,2.0,6.0,2.0,0.0,7.0,3.0,2.0,1.0,4.0,6.0,2.0,0.0,11.0,1.0,2.0,0.0,8.0,4.0,2.0,0.0,10.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,Washington Capitals
462,2000,ANA,,,,,6.0,4.0,1.0,2.0,2.0,8.0,3.0,1.0,5.0,7.0,1.0,1.0,2.0,10.0,1.0,0.0,3.0,5.0,2.0,1.0,6.0,5.0,2.0,0.0,1.0,2.0,1.0,0.0,Mighty Ducks of Anaheim
463,2000,ATL,,,,,1.0,3.0,5.0,0.0,4.0,7.0,1.0,1.0,10.0,5.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,8.0,1.0,0.0,4.0,9.0,2.0,0.0,1.0,3.0,0.0,0.0,Atlanta Thrashers
464,2000,BOS,,,,,4.0,6.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,9.0,3.0,1.0,1.0,4.0,5.0,0.0,2.0,7.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,Boston Bruins
465,2000,BUF,,,,,5.0,3.0,1.0,1.0,7.0,4.0,1.0,0.0,8.0,5.0,1.0,0.0,5.0,7.0,2.0,0.0,9.0,4.0,0.0,0.0,9.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,Buffalo Sabres
466,2000,CAL,,,,,3.0,8.0,1.0,0.0,3.0,4.0,4.0,4.0,7.0,3.0,2.0,0.0,4.0,6.0,2.0,0.0,5.0,4.0,2.0,0.0,4.0,9.0,3.0,0.0,1.0,2.0,1.0,0.0,Calgary Flames
467,2000,CAR,,,,,3.0,5.0,3.0,0.0,7.0,5.0,0.0,1.0,4.0,6.0,1.0,1.0,8.0,4.0,2.0,0.0,5.0,4.0,2.0,1.0,8.0,7.0,0.0,0.0,3.0,1.0,1.0,0.0,Carolina Hurricanes
468,2000,CBS,,,,,3.0,8.0,0.0,1.0,4.0,8.0,1.0,0.0,5.0,6.0,3.0,1.0,5.0,4.0,0.0,2.0,3.0,5.0,3.0,2.0,5.0,6.0,2.0,0.0,3.0,2.0,0.0,0.0,Columbus Blue Jackets
469,2000,CHI,,,,,3.0,7.0,0.0,1.0,5.0,6.0,2.0,1.0,6.0,6.0,1.0,0.0,7.0,5.0,1.0,0.0,6.0,5.0,1.0,1.0,2.0,8.0,2.0,1.0,0.0,3.0,1.0,1.0,Chicago Blackhawks
470,2000,COL,,,,,9.0,1.0,2.0,0.0,8.0,3.0,1.0,0.0,8.0,4.0,2.0,0.0,10.0,0.0,3.0,1.0,5.0,4.0,1.0,1.0,10.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,Colorado Avalanche
471,2000,DAL,,,,,6.0,4.0,1.0,1.0,7.0,2.0,2.0,0.0,8.0,5.0,1.0,0.0,7.0,7.0,0.0,0.0,7.0,4.0,1.0,1.0,11.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,Dallas Stars
472,2000,DET,,,,,7.0,4.0,0.0,1.0,8.0,4.0,1.0,1.0,7.0,5.0,2.0,1.0,8.0,3.0,1.0,1.0,9.0,0.0,2.0,0.0,7.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,Detroit Red Wings
473,2000,EDM,,,,,6.0,5.0,2.0,0.0,8.0,5.0,1.0,0.0,4.0,5.0,3.0,1.0,7.0,6.0,2.0,0.0,5.0,3.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,Edmonton Oilers
474,2000,FLO,,,,,1.0,3.0,3.0,3.0,4.0,6.0,1.0,1.0,2.0,10.0,3.0,1.0,5.0,8.0,1.0,2.0,5.0,5.0,0.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,Florida Panthers
475,2000,LAK,,,,,5.0,6.0,2.0,0.0,6.0,2.0,4.0,0.0,6.0,6.0,1.0,1.0,6.0,6.0,0.0,0.0,5.0,6.0,1.0,0.0,8.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,Los Angeles Kings
476,2000,MIN,,,,,2.0,7.0,3.0,0.0,5.0,7.0,1.0,1.0,5.0,3.0,3.0,1.0,6.0,5.0,1.0,1.0,4.0,7.0,0.0,0.0,2.0,8.0,4.0,2.0,1.0,2.0,1.0,0.0,Minnesota Wild
477,2000,MTL,,,,,4.0,5.0,2.0,0.0,5.0,10.0,0.0,0.0,1.0,8.0,2.0,2.0,7.0,5.0,1.0,1.0,5.0,6.0,0.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,Montreal Canadiens
478,2000,NAS,,,,,4.0,3.0,3.0,1.0,6.0,6.0,2.0,0.0,4.0,8.0,2.0,0.0,8.0,7.0,0.0,1.0,4.0,5.0,1.0,0.0,7.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,Nashville Predators
479,2000,NJD,,,,,6.0,2.0,2.0,0.0,6.0,6.0,1.0,0.0,8.0,3.0,3.0,0.0,7.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,13.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,New Jersey Devils
480,2000,NYI,,,,,4.0,3.0,2.0,0.0,3.0,9.0,0.0,2.0,4.0,8.0,2.0,0.0,3.0,10.0,1.0,0.0,3.0,8.0,0.0,1.0,3.0,10.0,2.0,0.0,1.0,3.0,0.0,0.0,New York Islanders
481,2000,NYR,,,,,4.0,6.0,0.0,0.0,9.0,6.0,0.0,0.0,3.0,9.0,1.0,1.0,5.0,7.0,2.0,0.0,5.0,4.0,1.0,0.0,5.0,9.0,1.0,0.0,2.0,2.0,0.0,0.0,New York Rangers
482,2000,OTT,,,,,7.0,1.0,3.0,0.0,6.0,6.0,1.0,0.0,6.0,5.0,2.0,0.0,10.0,2.0,1.0,1.0,7.0,3.0,1.0,1.0,10.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,Ottawa Senators
483,2000,PHI,,,,,3.0,5.0,3.0,0.0,8.0,5.0,1.0,0.0,6.0,4.0,3.0,0.0,9.0,2.0,2.0,1.0,7.0,3.0,1.0,1.0,8.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,Philadelphia Flyers
484,2000,PHO,,,,,9.0,1.0,2.0,0.0,4.0,6.0,4.0,0.0,3.0,2.0,4.0,1.0,7.0,6.0,2.0,0.0,6.0,6.0,0.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,Phoenix Coyotes
485,2000,PIT,,,,,5.0,4.0,1.0,0.0,6.0,4.0,2.0,1.0,6.0,6.0,3.0,0.0,8.0,5.0,0.0,1.0,7.0,3.0,1.0,0.0,8.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0,Pittsburgh Penguins
486,2000,SJS,,,,,6.0,2.0,1.0,0.0,9.0,3.0,1.0,0.0,7.0,4.0,3.0,0.0,7.0,5.0,3.0,0.0,5.0,5.0,2.0,0.0,3.0,8.0,2.0,2.0,3.0,0.0,0.0,1.0,San Jose Sharks
487,2000,STL,,,,,9.0,2.0,1.0,0.0,7.0,2.0,2.0,0.0,9.0,1.0,1.0,0.0,9.0,6.0,0.0,2.0,5.0,5.0,3.0,0.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,0.0,St. Louis Blues
488,2000,TBL,,,,,2.0,6.0,1.0,1.0,6.0,5.0,1.0,1.0,4.0,7.0,3.0,0.0,2.0,12.0,0.0,1.0,2.0,8.0,1.0,0.0,8.0,6.0,0.0,1.0,0.0,3.0,0.0,1.0,Tampa Bay Lightning
489,2000,TOR,,,,,6.0,5.0,0.0,0.0,7.0,2.0,3.0,2.0,7.0,5.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,0.0,6.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,Toronto Maple Leafs
490,2000,VAN,,,,,6.0,2.0,2.0,1.0,7.0,6.0,1.0,1.0,6.0,3.0,1.0,2.0,8.0,7.0,0.0,0.0,6.0,3.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,3.0,0.0,0.0,Vancouver Canucks
491,2000,WAS,,,,,2.0,5.0,4.0,1.0,5.0,5.0,2.0,0.0,10.0,3.0,1.0,0.0,6.0,6.0,2.0,0.0,9.0,1.0,1.0,0.0,7.0,5.0,0.0,2.0,2.0,2.0,0.0,1.0,Washington Capitals
492,2001,ANA,,,,,4.0,7.0,1.0,0.0,3.0,9.0,2.0,0.0,6.0,5.0,2.0,3.0,6.0,8.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,7.0,1.0,0.0,2.0,3.0,1.0,0.0,Mighty Ducks of Anaheim
493,2001,ATL,,,,,3.0,4.0,1.0,2.0,2.0,11.0,1.0,0.0,3.0,8.0,3.0,1.0,5.0,8.0,1.0,1.0,2.0,3.0,1.0,0.0,4.0,10.0,1.0,0.0,0.0,3.0,3.0,1.0,Atlanta Thrashers
494,2001,BOS,,,,,5.0,3.0,3.0,2.0,8.0,4.0,0.0,0.0,8.0,4.0,0.0,2.0,8.0,4.0,0.0,3.0,3.0,2.0,2.0,0.0,9.0,5.0,0.0,0.0,2.0,2.0,1.0,2.0,Boston Bruins
495,2001,BUF,,,,,5.0,6.0,1.0,1.0,6.0,7.0,1.0,0.0,4.0,7.0,2.0,0.0,7.0,5.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,7.0,2.0,0.0,4.0,1.0,2.0,0.0,Buffalo Sabres
496,2001,CAL,,,,,8.0,2.0,0.0,2.0,5.0,4.0,4.0,0.0,4.0,7.0,4.0,0.0,5.0,8.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,7.0,3.0,0.0,3.0,4.0,0.0,0.0,Calgary Flames
497,2001,CAR,,,,,6.0,5.0,0.0,2.0,6.0,6.0,4.0,0.0,8.0,2.0,1.0,3.0,3.0,6.0,5.0,0.0,2.0,3.0,1.0,0.0,7.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,Carolina Hurricanes
498,2001,CBS,,,,,1.0,7.0,4.0,0.0,6.0,6.0,1.0,1.0,3.0,9.0,1.0,0.0,4.0,9.0,1.0,0.0,1.0,3.0,1.0,2.0,5.0,8.0,0.0,2.0,2.0,5.0,0.0,0.0,Columbus Blue Jackets
499,2001,CHI,,,,,7.0,3.0,3.0,0.0,5.0,5.0,4.0,0.0,11.0,4.0,1.0,0.0,7.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0,6.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,Chicago Blackhawks
500,2001,COL,,,,,7.0,6.0,0.0,0.0,6.0,6.0,1.0,0.0,9.0,3.0,3.0,0.0,8.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,7.0,6.0,0.0,0.0,4.0,2.0,1.0,0.0,Colorado Avalanche
501,2001,DAL,,,,,4.0,4.0,2.0,3.0,5.0,3.0,4.0,0.0,8.0,5.0,0.0,1.0,7.0,6.0,0.0,0.0,3.0,3.0,1.0,0.0,6.0,5.0,4.0,0.0,3.0,2.0,2.0,1.0,Dallas Stars
502,2001,DET,,,,,11.0,2.0,0.0,0.0,11.0,1.0,1.0,1.0,6.0,5.0,2.0,1.0,8.0,2.0,3.0,0.0,7.0,1.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,Detroit Red Wings
503,2001,EDM,,,,,9.0,4.0,1.0,0.0,7.0,3.0,2.0,1.0,5.0,6.0,3.0,1.0,4.0,7.0,3.0,0.0,1.0,4.0,1.0,0.0,9.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,Edmonton Oilers
504,2001,FLO,,,,,3.0,7.0,2.0,1.0,3.0,7.0,0.0,2.0,6.0,6.0,1.0,0.0,4.0,10.0,1.0,0.0,1.0,5.0,1.0,1.0,4.0,7.0,2.0,1.0,1.0,2.0,3.0,1.0,Florida Panthers
505,2001,LAK,,,,,3.0,7.0,1.0,2.0,4.0,5.0,2.0,0.0,7.0,4.0,4.0,0.0,11.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,7.0,5.0,2.0,1.0,4.0,2.0,1.0,0.0,Los Angeles Kings
506,2001,MIN,,,,,4.0,3.0,3.0,1.0,7.0,6.0,1.0,1.0,2.0,8.0,2.0,1.0,4.0,6.0,3.0,2.0,2.0,4.0,1.0,0.0,6.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,Minnesota Wild
507,2001,MTL,,,,,5.0,5.0,1.0,0.0,7.0,3.0,2.0,1.0,4.0,8.0,2.0,1.0,6.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,6.0,5.0,4.0,0.0,5.0,2.0,0.0,0.0,Montreal Canadiens
508,2001,NAS,,,,,4.0,7.0,2.0,0.0,5.0,6.0,1.0,0.0,5.0,4.0,3.0,0.0,6.0,8.0,3.0,0.0,4.0,1.0,1.0,0.0,2.0,10.0,3.0,0.0,2.0,5.0,0.0,0.0,Nashville Predators
509,2001,NJD,,,,,5.0,3.0,0.0,1.0,4.0,7.0,2.0,1.0,7.0,4.0,3.0,0.0,7.0,6.0,2.0,1.0,3.0,2.0,2.0,0.0,9.0,5.0,0.0,1.0,6.0,1.0,0.0,0.0,New Jersey Devils
510,2001,NYI,,,,,9.0,0.0,1.0,1.0,6.0,5.0,3.0,0.0,4.0,6.0,1.0,1.0,7.0,7.0,0.0,1.0,3.0,1.0,2.0,0.0,7.0,8.0,0.0,1.0,6.0,1.0,1.0,0.0,New York Islanders
511,2001,NYR,,,,,6.0,6.0,1.0,0.0,9.0,3.0,1.0,1.0,7.0,6.0,1.0,1.0,3.0,8.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,9.0,0.0,1.0,4.0,2.0,0.0,0.0,New York Rangers
512,2001,OTT,,,,,6.0,6.0,1.0,0.0,6.0,2.0,2.0,0.0,8.0,6.0,1.0,1.0,7.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,6.0,6.0,1.0,3.0,2.0,3.0,1.0,0.0,Ottawa Senators
513,2001,PHI,,,,,6.0,3.0,3.0,0.0,4.0,4.0,2.0,1.0,11.0,4.0,0.0,0.0,10.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,5.0,7.0,3.0,0.0,2.0,5.0,1.0,0.0,Philadelphia Flyers
514,2001,PHO,,,,,5.0,3.0,2.0,1.0,5.0,6.0,1.0,2.0,7.0,5.0,3.0,0.0,6.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,10.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,Phoenix Coyotes
515,2001,PIT,,,,,4.0,6.0,1.0,1.0,6.0,4.0,2.0,1.0,4.0,7.0,2.0,0.0,8.0,6.0,0.0,1.0,1.0,4.0,1.0,1.0,5.0,7.0,1.0,1.0,0.0,7.0,1.0,0.0,Pittsburgh Penguins
516,2001,SJS,,,,,5.0,3.0,3.0,1.0,7.0,4.0,1.0,2.0,6.0,4.0,2.0,0.0,8.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,8.0,1.0,0.0,5.0,2.0,0.0,0.0,San Jose Sharks
517,2001,STL,,,,,5.0,3.0,3.0,0.0,7.0,5.0,0.0,1.0,6.0,3.0,3.0,2.0,11.0,4.0,0.0,0.0,2.0,4.0,1.0,0.0,6.0,6.0,1.0,1.0,6.0,2.0,0.0,0.0,St. Louis Blues
518,2001,TBL,,,,,4.0,6.0,1.0,0.0,6.0,6.0,0.0,1.0,5.0,6.0,2.0,1.0,4.0,9.0,2.0,0.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,5.0,1.0,0.0,Tampa Bay Lightning
519,2001,TOR,,,,,7.0,3.0,1.0,1.0,7.0,4.0,1.0,2.0,8.0,5.0,1.0,0.0,6.0,5.0,2.0,1.0,4.0,1.0,0.0,0.0,6.0,6.0,4.0,0.0,5.0,1.0,1.0,0.0,Toronto Maple Leafs
520,2001,VAN,,,,,4.0,8.0,1.0,0.0,7.0,7.0,2.0,0.0,5.0,7.0,1.0,0.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,Vancouver Canucks
521,2001,WAS,,,,,5.0,6.0,1.0,0.0,5.0,7.0,2.0,0.0,5.0,4.0,4.0,0.0,5.0,9.0,1.0,1.0,4.0,1.0,1.0,0.0,9.0,5.0,1.0,0.0,3.0,1.0,1.0,1.0,Washington Capitals
522,2002,ANA,,,,,3.0,5.0,3.0,0.0,5.0,2.0,3.0,3.0,7.0,7.0,0.0,0.0,7.0,4.0,1.0,1.0,8.0,5.0,1.0,0.0,9.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,Mighty Ducks of Anaheim
523,2002,ATL,,,,,0.0,8.0,1.0,1.0,6.0,6.0,0.0,0.0,4.0,7.0,0.0,3.0,7.0,6.0,2.0,0.0,4.0,5.0,2.0,0.0,8.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,Atlanta Thrashers
524,2002,BOS,,,,,6.0,2.0,2.0,0.0,10.0,1.0,1.0,1.0,5.0,8.0,1.0,0.0,5.0,8.0,1.0,0.0,2.0,6.0,3.0,1.0,7.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,Boston Bruins
525,2002,BUF,,,,,3.0,5.0,2.0,0.0,1.0,9.0,2.0,1.0,4.0,8.0,1.0,1.0,7.0,2.0,2.0,2.0,4.0,7.0,1.0,1.0,7.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,Buffalo Sabres
526,2002,CAL,,,,,3.0,3.0,2.0,2.0,3.0,9.0,1.0,1.0,5.0,6.0,3.0,0.0,6.0,7.0,1.0,0.0,2.0,6.0,3.0,1.0,8.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,Calgary Flames
527,2002,CAR,,,,,5.0,4.0,1.0,1.0,6.0,3.0,3.0,2.0,4.0,8.0,1.0,0.0,2.0,10.0,1.0,2.0,1.0,6.0,3.0,1.0,4.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,Carolina Hurricanes
528,2002,CBS,,,,,3.0,5.0,1.0,0.0,6.0,6.0,1.0,2.0,4.0,8.0,1.0,0.0,7.0,6.0,2.0,0.0,3.0,7.0,1.0,0.0,5.0,8.0,1.0,1.0,1.0,2.0,1.0,0.0,Columbus Blue Jackets
529,2002,CHI,,,,,5.0,3.0,1.0,0.0,5.0,7.0,2.0,0.0,8.0,3.0,3.0,0.0,4.0,5.0,3.0,3.0,2.0,9.0,1.0,0.0,4.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,Chicago Blackhawks
530,2002,COL,,,,,4.0,1.0,3.0,2.0,4.0,5.0,5.0,1.0,6.0,3.0,1.0,2.0,6.0,5.0,2.0,0.0,10.0,1.0,0.0,2.0,10.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,Colorado Avalanche
531,2002,DAL,,,,,6.0,2.0,2.0,1.0,9.0,4.0,3.0,0.0,5.0,4.0,4.0,0.0,10.0,1.0,2.0,0.0,5.0,2.0,4.0,1.0,9.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,Dallas Stars
532,2002,DET,,,,,6.0,3.0,1.0,0.0,6.0,4.0,2.0,1.0,10.0,1.0,4.0,0.0,5.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,13.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,Detroit Red Wings
533,2002,EDM,,,,,2.0,4.0,2.0,1.0,9.0,4.0,2.0,0.0,6.0,5.0,0.0,3.0,7.0,3.0,2.0,2.0,2.0,7.0,1.0,2.0,10.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,Edmonton Oilers
534,2002,FLO,,,,,4.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,Florida Panthers
535,2002,LAK,,,,,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,6.0,7.0,0.0,0.0,4.0,10.0,0.0,1.0,7.0,5.0,0.0,0.0,4.0,8.0,2.0,1.0,2.0,0.0,0.0,1.0,Los Angeles Kings
536,2002,MIN,,,,,8.0,1.0,2.0,0.0,5.0,6.0,3.0,0.0,7.0,4.0,2.0,1.0,5.0,7.0,1.0,0.0,7.0,4.0,0.0,0.0,9.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,Minnesota Wild
537,2002,MTL,,,,,3.0,3.0,3.0,0.0,7.0,6.0,1.0,1.0,6.0,5.0,1.0,2.0,5.0,6.0,2.0,2.0,3.0,7.0,0.0,2.0,5.0,7.0,1.0,2.0,1.0,1.0,0.0,0.0,Montreal Canadiens
538,2002,NAS,,,,,1.0,5.0,1.0,2.0,3.0,6.0,3.0,2.0,6.0,6.0,2.0,0.0,7.0,6.0,2.0,0.0,8.0,2.0,1.0,0.0,2.0,8.0,4.0,2.0,0.0,2.0,0.0,1.0,Nashville Predators
539,2002,NJD,,,,,6.0,2.0,0.0,0.0,7.0,4.0,1.0,1.0,7.0,4.0,1.0,2.0,11.0,2.0,1.0,1.0,6.0,4.0,3.0,0.0,8.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,New Jersey Devils
540,2002,NYI,,,,,3.0,6.0,1.0,0.0,5.0,7.0,2.0,0.0,8.0,3.0,2.0,0.0,8.0,4.0,0.0,2.0,5.0,4.0,3.0,0.0,5.0,8.0,2.0,0.0,1.0,2.0,1.0,0.0,New York Islanders
541,2002,NYR,,,,,4.0,6.0,2.0,0.0,6.0,6.0,2.0,0.0,5.0,8.0,1.0,1.0,6.0,6.0,1.0,1.0,5.0,5.0,2.0,0.0,6.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,New York Rangers
542,2002,OTT,,,,,3.0,4.0,1.0,0.0,10.0,2.0,2.0,0.0,10.0,3.0,2.0,0.0,9.0,5.0,1.0,1.0,8.0,3.0,1.0,0.0,9.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,Ottawa Senators
543,2002,PHI,,,,,7.0,1.0,2.0,0.0,4.0,5.0,4.0,0.0,6.0,4.0,2.0,1.0,10.0,4.0,0.0,1.0,6.0,3.0,3.0,0.0,9.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,Philadelphia Flyers
544,2002,PHO,,,,,4.0,7.0,0.0,1.0,4.0,5.0,4.0,0.0,5.0,4.0,2.0,2.0,6.0,5.0,1.0,1.0,6.0,5.0,1.0,0.0,5.0,9.0,1.0,1.0,1.0,0.0,2.0,0.0,Phoenix Coyotes
545,2002,PIT,,,,,6.0,2.0,2.0,0.0,5.0,4.0,1.0,3.0,4.0,9.0,0.0,2.0,6.0,7.0,1.0,0.0,4.0,8.0,0.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,0.0,0.0,Pittsburgh Penguins
546,2002,SJS,,,,,3.0,6.0,0.0,1.0,5.0,6.0,2.0,1.0,7.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,5.0,7.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,3.0,0.0,San Jose Sharks
